aoa,cl,cd
22.3638,1.12291,0.01158468
20.3423,1.1941,0.01246131
18.3238,1.32144,0.01462234
16.2409,1.45543,0.0
15.4048,1.46378,0.0
14.18,1.43088,0.0
12.307,1.32536,0.0
10.1725,1.16037,0.01197352
8.22943,0.972207,0.01004328
6.06141,0.797247,0.00885499
4.24576,0.595795,0.0078714
2.04343,0.397639,0.00733372
0.000555,0.177957,0.00718175
-2.13809,-0.020274,0.00718192
-2.98201,-0.121061,0.00740065
-6.22564,-0.461469,0.00786504
-8.07561,-0.66807,0.00888068
-10.2161,-0.874706,0.01016733
-12.1308,-1.07311,0.01178645
-14.2059,-1.25171,0.0
