cl,cm
1.06689,-0.04588175
0.8865,-0.0434755
0.714059,-0.04311525
0.535108,-0.04111675
0.444768,-0.0427825
0.373697,-0.05223325
0.172027,-0.04696175
-0.024957,-0.04783975
-0.243025,-0.04585175
