aoa,cl,cd
18.278,0.926166,0.00870399
16.0472,0.91278,0.00860251
15.1104,0.930906,0.00873992
14.1567,1.34599,0.0
13.1538,1.33436,0.0147885
11.1135,1.2598,0.01312879
8.09406,0.963502,0.00898998
5.98388,0.766494,0.00749355
5.23594,0.663873,0.00656354
3.80773,0.539689,0.00619094
3.02764,0.443678,0.00583538
2.02017,0.324485,0.0055002
1.14213,0.205302,0.00543297
-0.707792,0.05955,0.00562213
-1.00155,-0.009954,0.00586074
-2.69274,-0.240059,0.00643725
-3.95845,-0.33449,0.00664521
-4.99767,-0.430552,0.00700602
-5.77873,-0.54974,0.0075263
-7.69584,-0.753436,0.00931737
-10.0018,-0.962163,0.0
-11.0401,-1.02351,0.0
-12.0357,-0.768929,0.00951772
-13.007,-0.757485,0.00936417
-14.0754,-0.74109,0.00920881
