cl,cd
1.35637,0.0123513
1.17373,0.00994494
0.846924,0.0074389
0.734906,0.00673029
0.621451,0.00646509
0.402802,0.00586971
0.310581,0.00572018
0.194165,0.00558661
0.076241,0.00561696
-0.027045,0.0058278
-0.144825,0.00593994
-0.244739,0.00631441
-0.359159,0.00649192
-0.449331,0.0067681
-0.58131,0.00712496
-0.777427,0.00806877
-0.992367,0.0103517
-1.12338,0.0137474
