cl,cm
1.19369,-0.03858875
1.16973,-0.04673325
0.88698,-0.03910425
0.674288,-0.03917975
0.459814,-0.03477425
0.232307,-0.03892875
-0.001831,-0.04145825
-0.216912,-0.03786375
-0.437007,-0.0342675
