aoa,cl,cd
15.1466,0.906092,0.00923901
14.223,0.908468,0.00925585
13.3754,0.95011,0.00955107
12.1651,0.95436,0.0095812
11.1145,0.960122,0.00962205
10.2343,1.00181,0.00991759
9.24172,1.09279,0.01440174
8.06499,1.00356,0.00996369
7.01122,0.899474,0.00919209
6.11596,0.791973,0.00840915
5.12999,0.700935,0.00798525
3.91341,0.587118,0.00735424
2.9537,0.478017,0.00683484
1.95951,0.360743,0.00569435
1.10008,0.266313,0.00371968
-0.120239,0.141002,0.00327083
-1.04563,0.040057,0.0047681
-1.94508,-0.080573,0.00573738
-2.93739,-0.191309,0.00609253
-4.08803,-0.297026,0.00663031
-5.11289,-0.409387,0.00721688
-6.16728,-0.513542,0.0079677
-6.96696,-0.621142,0.0
-8.15381,-0.633487,0.0
-9.18738,-0.667231,0.0
-10.0785,-0.651918,0.0
-11.1855,-0.608604,0.0
-12.3307,-0.584923,0.0
