cl,cd
1.32996,0.0194524
1.21723,0.0162135
1.03369,0.0119272
0.829443,0.00984993
0.732947,0.00890122
0.615589,0.00824726
0.517481,0.00733122
0.465849,0.0053507
0.411145,0.0046962
0.306696,0.00466418
0.199073,0.00497598
0.089799,0.00491124
-0.017753,0.00579605
-0.150981,0.00691018
-0.237679,0.00745099
-0.462471,0.00863114
-0.685523,0.0106951
-0.796206,0.0119561
