cl,cm
1.24035,-0.013177
1.16973,-0.01362288
0.93552,-0.00802538
0.765273,-0.01015813
0.55804,-0.0114934
0.329851,-0.01202243
0.135331,-0.01253385
-0.067293,-0.01264065
-0.305412,-0.01358445
-0.516209,-0.01164965
-0.685246,-0.01091998
-0.896202,-0.00939332
-1.07014,-0.0057995
