aoa,cl
20.4159,1.21442
18.3288,1.28014
16.3073,1.3343
14.2874,1.40822
12.0704,1.41777
10.3729,1.34001
8.24961,1.188
4.13324,0.828098
2.14067,0.639981
-0.111017,0.470024
-2.10397,0.24245
-4.19608,-0.0394624
-6.05509,-0.18947
-10.1012,-0.604706
-12.2544,-0.836957
