aoa,cl,cd
20.4787,1.34783,0.01340477
18.0554,1.40034,0.0
17.3863,1.44475,0.0
16.2062,1.47925,0.0
15.4731,1.52532,0.0
14.0687,1.53512,0.0
12.3752,1.47901,0.0
10.2321,1.34706,0.01339002
8.21513,1.1788,0.01028914
5.97255,0.977459,0.00862878
4.11315,0.795849,0.00756735
1.86849,0.599256,0.00688115
-0.089823,0.377847,0.00682061
-2.14491,0.167867,0.00661723
-4.20108,-0.043871,0.00711911
-6.25853,-0.263976,0.00758539
-7.96221,-0.413055,0.00796963
-8.02809,-0.474212,0.00819558
-10.3759,-0.679731,0.0
-12.2715,-0.749652,0.0
-14.4254,-0.842823,0.0
