aoa,cl,cd
14.2293,2.24302,0.0
13.4545,2.32966,0.0
12.7615,2.68691,0.0
12.3102,2.7197,0.0
11.2206,2.67449,0.0
10.2934,2.5868,0.0
9.26864,2.51215,0.0
8.24424,2.42279,0.0
7.15537,2.32688,0.0
6.29119,2.23412,0.0
5.42711,2.13316,0.0
4.30531,2.0257,0.0
3.08533,1.93618,0.0
2.25223,1.83673,0.0
1.28885,1.75524,0.0
0.036811,1.63127,0.0
-2.05138,1.42397,0.0
-4.07542,1.1903,0.0
-6.06987,0.976065,0.0
-8.16234,0.745272,0.0
-9.96453,0.506091,0.0
-12.0939,0.292922,0.0
-14.0916,0.009062,0.0
-14.124,0.007418,0.0
-16.2172,-0.35382,0.0
