cl,cm
0.808316,0.00185243
0.590918,0.00051642
0.378339,0.00164548
0.160906,0.00154083
-0.037211,0.00308753
-0.241794,0.00257858
-0.462501,0.0032935
-0.654217,0.00607523
-0.652608,0.00566545
-0.868513,0.00720405
