cl,cm
1.09022,-0.0136469
0.953233,-0.01857178
0.801791,-0.02309098
0.595669,-0.02273023
0.370298,-0.02644875
0.103231,-0.0212127
-0.113898,-0.02655725
-0.346984,-0.0241663
-0.567129,-0.02584475
-0.766314,-0.029553
-0.920451,-0.026331
