cl,cd
1.05854,0.0153631
0.998725,0.0117109
0.932899,0.00645437
0.830178,0.00565819
0.712763,0.00545485
0.596883,0.00544949
0.476205,0.00522944
0.381203,0.00529103
0.132894,0.00725894
-0.092649,0.00825454
-0.316587,0.00962913
-0.498598,0.010791
-0.770721,0.0136774
