aoa,cl,cd
28.3686,1.17651,0.01802402
26.3761,1.18632,0.01877946
24.3517,1.19943,0.01978902
22.2979,1.40626,0.0
21.1741,1.47077,0.0
20.3713,1.51873,0.0
18.3469,1.50699,0.0
16.2262,1.47207,0.0
14.0094,1.42556,0.0
12.2103,1.3526,0.0
10.0261,1.2548,0.02405289
8.22765,1.14547,0.01605378
6.07648,1.02125,0.01013632
4.15045,0.867311,0.00535477
1.93623,0.680333,0.00480598
-0.052697,0.44219,0.00441611
-2.20116,0.21405,0.00493485
-4.0923,-0.017295,0.00670912
-6.27115,-0.248556,0.0077822
-8.12891,-0.440102,0.00874271
-10.3061,-0.679442,0.0
-12.1624,-0.872493,0.0
-14.2106,-1.02589,0.0
-15.2034,-1.00115,0.0
-16.1639,-0.99455,0.0
-18.3419,-0.884041,0.0
-20.2973,-0.656408,0.01042879
