cl,cm
0.679078,-0.02558
0.631073,-0.0321265
0.53828,-0.03055475
0.315826,-0.03435925
0.074086,-0.03043475
-0.126104,-0.02607525
-0.231834,-0.02614025
-0.37284,-0.0290805
-0.398489,-0.0372495
-0.464192,-0.0323985
-0.624488,-0.0345365
