aoa,cd
28.4702,-0.142055
26.4139,-0.1198275
24.3894,-0.09883025
22.5241,-0.0852275
20.4962,-0.0773685
18.3062,-0.0736115
14.2794,-0.06898125
12.1204,-0.0676885
10.3159,-0.06640575
8.25201,-0.07086675
6.22058,-0.07368575
4.02869,-0.07239225
2.1274,-0.068231
-0.064344,-0.06447175
-1.93408,-0.06195425
-5.99573,-0.053211
-8.12478,-0.0543835
-10.1237,-0.04939575
-12.0588,-0.047286
-14.186,-0.037362
-16.181,-0.01100018
-18.2102,0.0067335
-20.2419,0.01337035
