cl,cd
1.30971,0.0298553
1.15595,0.024217
1.00257,0.0193088
0.836703,0.0154744
0.666256,0.0123164
0.510145,0.00814018
0.444871,0.00534659
0.388096,0.00422944
0.171648,0.00399858
-0.038256,0.00477008
-0.212292,0.00822316
