cl,cm
1.29137,-0.08018375
1.18899,-0.08471625
1.07527,-0.1003775
0.918422,-0.1036805
0.686238,-0.1036895
0.455446,-0.10741125
0.224552,-0.10205675
-0.014588,-0.1012395
-0.226781,-0.12354875
-0.43736,-0.12645575
-0.665767,-0.1268865
