aoa,cl,cd
23.8635,1.36339,0.0
21.9751,1.43697,0.0
20.0228,1.43873,0.0
18.0062,1.42254,0.0
15.8613,1.38348,0.0
14.0684,1.32808,0.0
11.892,1.12897,0.00949846
10.1619,1.18132,0.0
7.98353,1.16021,0.0
5.93347,1.07864,0.00707031
4.81263,0.98886,0.00582761
3.94813,0.89906,0.0055818
-0.246389,0.435311,0.00509732
-1.23926,0.342229,0.00555684
-2.03947,0.219741,0.00624529
-4.34564,-0.002374,0.00722206
-6.20331,-0.201641,0.00783441
-8.28513,-0.441757,0.00926827
-10.1109,-0.647586,0.01078966
-12.2258,-0.830573,0.0
-14.3106,-0.889447,0.0
-16.0761,-0.858478,0.0
-18.2289,-0.698455,0.0
