aoa,cl,cd
22.3561,1.3407,0.01563858
20.3329,1.3718,0.0164124
18.3103,1.40945,0.01743846
16.2884,1.45527,0.01868718
15.1029,1.52234,0.0
14.269,1.55015,0.0
13.1769,1.54524,0.0
10.1817,1.35226,0.01587988
8.18373,1.19201,0.01263469
6.21659,0.99907,0.009666
4.02507,0.807791,0.00654268
1.92893,0.592,0.00588542
0.024674,0.358235,0.00572775
-1.94343,0.127765,0.00592744
-2.9118,0.003542,0.00705756
-3.94335,-0.101048,0.00733143
-8.13496,-0.556955,0.00904836
-10.1664,-0.787332,0.01073228
-12.0361,-0.991542,0.0
-14.032,-1.15811,0.0
-14.8961,-1.13022,0.0
-16.0486,-1.10066,0.0
-18.1879,-0.940224,0.01259041
-20.0393,-0.799461,0.01087968
