aoa,cl,cd
15.1589,0.966203,0.00935441
14.059,0.954696,0.0092786
13.0817,1.39998,0.0
12.2737,1.35081,0.01506495
10.9813,1.26723,0.01314323
9.88335,1.16895,0.01122768
7.91431,0.974079,0.0094063
5.78435,0.777634,0.00811204
4.04322,0.558361,0.00667495
2.88228,0.440569,0.00633249
1.91525,0.327707,0.00614026
0.851397,0.221405,0.00468296
-0.115466,0.118392,0.00423608
-1.14629,-0.009128,0.00490205
-2.20923,-0.134989,0.00606274
-3.04664,-0.229777,0.0060174
-4.01348,-0.300029,0.00626632
-4.07699,-0.353963,0.00647056
-6.2669,-0.564679,0.00760067
-8.13277,-0.812914,0.00884724
-10.3533,-1.02674,0.01059773
-12.1237,-1.15234,0.01341094
