cl,cm
1.55709,-0.09565975
1.38664,-0.0982945
1.19688,-0.10013275
1.0101,-0.10073975
0.787955,-0.09933375
0.570341,-0.0975105
0.346063,-0.095692
0.129539,-0.09427375
-0.088844,-0.09532225
-0.301056,-0.09842225
-0.507074,-0.100284
-0.685852,-0.07864875
