aoa,cl
18.2146,1.30864
16.4247,1.34522
17.3528,1.34013
16.5527,1.34355
15.3756,1.43786
14.092,1.40833
13.3512,1.36053
12.3223,1.31608
11.1886,1.16756
10.2179,1.0537
8.28113,0.885425
6.14754,0.665929
4.23836,0.449683
3.04329,0.344042
2.1032,0.218554
1.13264,0.114534
0.001185,0.0055565
-1.03536,-0.119952
-2.10332,-0.235558
-2.65351,-0.295016
-3.07494,-0.349522
-4.0786,-0.461841
-6.18322,-0.696417
-8.09397,-0.911201
-10.3911,-1.13429
-12.1719,-1.32105
-13.2705,-1.40373
-14.2717,-1.46988
-15.3672,-1.50466
-16.2309,-1.44196
-17.2577,-1.41066
-18.4416,-1.32152
