cl,cm
1.24505,-0.01807703
1.12153,-0.0165085
0.936944,-0.0161979
0.749087,-0.01588893
0.558022,-0.01231103
0.328244,-0.01202325
-0.096228,-0.0118378
-0.310413,-0.02176983
-0.506619,-0.01491833
-0.740041,-0.0129953
-0.941471,-0.01719528
-1.10419,-0.01605335
