cl,cm
1.29437,-0.01759143
1.17366,-0.01521913
1.09801,-0.01527283
0.938622,-0.01456635
0.732477,-0.01553233
0.518168,-0.01445448
0.311844,-0.01583095
0.08606,-0.01558105
-0.144666,-0.01615503
-0.367459,-0.0134405
-0.580636,-0.01400168
-0.792311,-0.01250913
-0.981431,-0.01264258
