aoa,cl,cd
24.2332,1.07119,0.01591559
22.2788,1.13012,0.01747366
20.2224,1.44159,0.0
18.2999,1.47923,0.0
17.2403,1.58745,0.0
16.1524,1.54147,0.0
14.1372,1.43969,0.0
12.123,1.30511,0.0242749
10.2054,1.15907,0.01832987
8.06481,0.983533,0.01363756
6.08464,0.808028,0.01095242
4.04194,0.594855,0.00897653
3.01925,0.534168,0.00719125
2.47712,0.466954,0.00438938
2.12583,0.439079,0.00416156
-0.011116,0.194848,0.00391174
-2.02055,-0.019839,0.0039382
-2.37066,-0.07718,0.00521274
-4.06153,-0.236122,0.00750246
-5.91012,-0.450712,0.008483
-7.98242,-0.663636,0.01010513
-9.95914,-0.855238,0.01215292
-12.0636,-1.04354,0.01591149
-13.8513,-1.14836,0.01960763
-16.1886,-0.374376,0.00813419
-18.1024,-0.533303,0.00908686
-20.3084,-0.597283,0.00958672
