aoa,cl
22.3505,1.43548
21.4205,1.41744
20.5213,1.4716
19.5917,1.44207
18.5338,1.40927
17.4435,1.40108
16.2578,1.34532
15.3923,1.32072
14.2706,1.27151
13.2771,1.23379
12.1875,1.18623
11.2902,1.14359
10.1687,1.08454
8.21435,0.959868
6.10013,0.787605
5.04263,0.731832
4.30631,0.621882
3.24921,0.518501
2.03194,0.392135
1.00696,0.265752
0.013837,0.155777
-0.883067,0.0326523
-3.02992,-0.203756
-4.0234,-0.303908
-5.08098,-0.422133
-6.10668,-0.517367
-8.0299,-0.727578
-10.1779,-0.923007
-12.1658,-1.07573
