aoa,cl,cd
24.2622,1.17366,0.0
22.0477,1.34969,0.0
20.3148,1.43774,0.0
18.1344,1.41331,0.0
16.2418,1.40191,0.0
14.1249,1.35137,0.0
12.1041,1.28124,0.0
10.0839,1.16216,0.0
8.09547,1.03979,0.0
7.13283,0.995721,0.01359377
5.97744,0.946753,0.00897292
4.91882,0.874938,0.00630765
3.98908,0.783541,0.00537602
1.90586,0.540346,0.00488919
-0.016507,0.280814,0.00483545
-1.10728,0.187737,0.00488668
-3.12772,-0.022902,0.00716582
-3.9933,-0.129034,0.00744338
-6.30298,-0.365856,0.00859347
-10.3143,-0.759585,0.01152175
-14.1679,-1.08162,0.0
-16.0712,-0.970958,0.0
-18.2297,-0.963139,0.0
