aoa,cl,cd
15.4756,0.866806,0.01059698
14.3669,1.42063,0.0
13.3395,1.38295,0.0
12.47,1.31732,0.0
11.4406,1.25663,0.0
10.5055,1.17456,0.01541917
9.24861,1.07279,0.013309
8.28326,1.01536,0.01230977
6.21706,0.808446,0.00998989
5.31085,0.690175,0.00889836
4.37545,0.609703,0.00794894
3.7622,0.552216,0.005853
3.47026,0.506211,0.00439649
2.21033,0.374789,0.00438208
0.109963,0.152983,0.00432887
-1.2486,-0.006416,0.00544024
-3.96339,-0.289094,0.00780341
-5.93534,-0.49621,0.00921636
-8.0369,-0.716511,0.01145642
-10.2658,-0.918764,0.0
