aoa,cl,cd
22.5691,1.35964,0.01544482
20.4273,1.4103,0.0
18.445,1.44949,0.0
16.236,1.4165,0.0
14.3161,1.4147,0.0
13.1627,1.3736,0.01582687
12.1691,1.32924,0.01469817
10.2759,1.19131,0.01200534
8.06072,1.00088,0.0098598
7.1605,0.890911,0.0089086
6.2289,0.797343,0.00802924
5.04116,0.700471,0.00608451
4.17301,0.593783,0.00433226
3.14446,0.477238,0.00400436
2.21208,0.36562,0.0039396
0.926904,0.234285,0.00382772
0.958839,0.232648,0.00385338
-0.873179,0.030726,0.00576852
-1.8377,-0.082545,0.00624933
-4.08644,-0.299277,0.00701093
-5.8551,-0.512697,0.00799341
-8.13601,-0.72945,0.00886065
-9.87235,-0.931399,0.0104878
-12.1506,-1.07762,0.01227195
