aoa,cl,cd
20.4132,1.38639,0.01355019
18.1394,1.49788,0.01620863
17.1475,1.4928,0.01605422
16.2833,1.50253,0.01634998
15.2254,1.5797,0.0
14.1379,1.54663,0.01769045
13.0824,1.50533,0.01643509
12.188,1.42457,0.01411482
10.0469,1.25475,0.01163696
8.09892,1.04547,0.00963111
5.89438,0.847662,0.00834147
4.96847,0.738916,0.00774196
4.1068,0.623603,0.00719543
2.95653,0.521394,0.0060598
0.976921,0.292363,0.00467609
-1.06633,0.048517,0.00459564
-1.57724,-0.009156,0.00467164
-2.15222,-0.066842,0.00543525
-3.14286,-0.15258,0.00642211
-4.06789,-0.290924,0.00688624
-5.18563,-0.412869,0.00730999
-6.07928,-0.528183,0.00776604
-8.05887,-0.757212,0.0092805
-10.2308,-0.984647,0.01070684
-12.1156,-1.17256,0.0
