cl,cm
1.41332,-0.07635925
1.29531,-0.08100375
1.13411,-0.090608
0.99194,-0.10264375
0.774726,-0.10498175
0.552572,-0.10446625
0.323815,-0.10518625
0.090144,-0.09977525
-0.13742,-0.1013105
-0.363563,-0.1020255
-0.585116,-0.1047835
-0.792392,-0.10752375
