aoa,cl,cd
16.0335,0.687523,0.00740587
14.1742,0.738461,0.0077775
12.2183,0.869783,0.00873558
11.2565,0.886237,0.00889181
10.3586,1.04539,0.01163446
9.07616,0.968371,0.00996143
8.27459,0.90444,0.00912561
6.12607,0.658458,0.00719383
5.13177,0.551847,0.00655059
4.0732,0.448509,0.00608764
3.27115,0.336941,0.00577741
1.98773,0.215529,0.0054274
1.05711,0.11707,0.00501425
-0.001952,0.026812,0.00328437
-0.483439,-0.04377,0.00342203
-0.836549,-0.094657,0.00493136
-2.02429,-0.211208,0.0054418
-3.01962,-0.332704,0.00582644
-4.14344,-0.43615,0.00619911
-6.07049,-0.664436,0.00753106
-8.06219,-0.877993,0.0
-10.0853,-0.83363,0.00898924
