aoa,cl,cd
20.795,1.02777,0.01272604
18.5927,1.0569,0.01307841
16.6446,1.10882,0.01431161
15.4945,1.15917,0.01584175
15.0158,1.22908,0.0
14.6006,1.2746,0.0
12.6477,1.20301,0.01717406
10.4367,1.05491,0.01305434
8.57689,0.854707,0.01075399
6.29998,0.685315,0.00939887
1.87145,0.240593,0.00811901
1.10099,0.181891,0.00779622
0.940472,0.137944,0.00776086
-1.78907,-0.101754,0.00777214
-3.81287,-0.295823,0.00825892
-5.99824,-0.472113,0.00933037
-8.05565,-0.658187,0.01134252
-10.0817,-0.832928,0.01384653
-11.8827,-1.02553,0.0
