cl,cm
1.02421,-0.07243725
0.897346,-0.05894475
0.826632,-0.05816225
0.829775,-0.06926025
0.828078,-0.08323825
0.763784,-0.0828645
0.521035,-0.0776605
0.398787,-0.0801985
0.286231,-0.0724495
0.059377,-0.06764325
-0.146671,-0.068995
-0.335084,-0.071983
-0.529847,-0.04863525
-0.707039,-0.04050075
