cl,cd
1.34059,0.018165
1.25356,0.0161013
1.11323,0.0119391
0.946994,0.00738024
0.73409,0.00647456
0.496848,0.00599434
0.280449,0.00584244
0.041281,0.00585417
-0.18824,0.00724579
-0.422769,0.00862181
-0.636412,0.00985113
-0.848505,0.0116566
-1.04112,0.0146798
-1.18817,0.0197102
