aoa,cl,cd
12.3165,0.936028,0.00986812
11.2905,1.14867,0.0
10.4223,1.0637,0.01119518
9.16842,0.982007,0.01034604
8.33186,0.869203,0.0091774
7.30234,0.754759,0.00816346
6.36933,0.664833,0.00740222
5.30737,0.548726,0.007031
4.24541,0.450597,0.00703037
2.3137,0.211759,0.00577482
1.09045,0.115221,0.00486109
0.735953,0.038316,0.00435423
-0.391038,-0.061517,0.00435658
-0.842102,-0.13189,0.00462145
-1.96941,-0.243202,0.00558336
-2.93591,-0.35125,0.00617025
-4.03133,-0.460955,0.00639339
-4.96585,-0.56412,0.00677296
-6.12602,-0.680408,0.00775705
-8.0924,-0.894999,0.00922541
-9.8336,-1.09325,0.0
