aoa,cl,cd
20.2544,1.05807,0.01370633
18.1714,1.09874,0.01562455
16.1515,1.17849,0.0195557
15.5743,1.25011,0.0
14.9649,1.28104,0.0
13.8742,1.26967,0.0
12.2051,1.21924,0.0
10.0208,1.08082,0.01474121
7.93095,0.92109,0.01193534
1.58514,0.361078,0.0082688
-2.41878,-0.03651,0.00806494
-4.10031,-0.221607,0.0083438
-6.42906,-0.39552,0.00889404
-8.21145,-0.618614,0.00960089
-10.4801,-0.817443,0.01082989
-12.1997,-0.983505,0.01261771
-14.5358,-1.13839,0.02130048
-16.5415,-1.01425,0.0141308
-18.6505,-1.0641,0.01700988
-20.6226,-0.857795,0.01126003
-22.6992,-0.846844,0.01114176
