aoa,cl,cd
22.4533,1.20229,0.02209728
20.4021,1.26925,0.0
18.5417,1.32972,0.0
17.5485,1.32822,0.0
16.3299,1.33815,0.0
15.3687,1.32361,0.0
14.5032,1.31069,0.0
12.5144,1.28321,0.0
11.2633,1.25237,0.0
10.3651,1.22311,0.0
6.99976,0.996555,0.01105938
6.13407,0.929662,0.00732544
5.20696,0.799052,0.00588018
4.14897,0.699426,0.00579364
3.0922,0.567076,0.0057686
2.1643,0.428136,0.00561997
1.10415,0.343074,0.00550653
0.526597,0.279271,0.00530806
-0.019585,0.230171,0.00513513
-0.468603,0.172894,0.00523765
-0.885585,0.11888,0.00633382
-6.02964,-0.433475,0.01009802
-8.09025,-0.658362,0.01137765
-9.99017,-0.891587,0.01377935
