cl,cd
1.12252,0.0182737
0.971814,0.0129405
0.883848,0.0106989
0.799816,0.00687078
0.704542,0.00595353
0.596699,0.00557571
0.480864,0.0053122
0.361852,0.0051631
0.254104,0.00507959
0.154305,0.00486529
0.091564,0.00481519
0.032551,0.00573067
-0.011959,0.00671195
-0.064588,0.00756231
-0.287692,0.00860707
-0.716032,0.0115828
-0.888635,0.0142846
-1.07055,0.0178398
