aoa,cl,cd
26.4956,-0.128883,0.0
24.354,-0.112522,0.0
22.5313,-0.093306,0.0
20.5191,-0.083896,0.0
18.4768,-0.083068,0.0
16.2117,-0.083463,0.0
14.3932,-0.083044,0.0
12.1912,-0.076905,0.0
10.1823,-0.079344,0.0
8.04628,-0.083416,0.0
6.19745,-0.08749,0.0
4.15624,-0.083802,0.0
2.24254,-0.078483,0.0
0.042483,-0.075204,0.0
-2.03012,-0.069884,0.0
-3.05061,-0.065796,0.0
-4.00711,-0.062932,0.0
-5.95176,-0.057615,0.0
-8.21474,-0.052705,0.0
-9.04334,-0.051068,0.0
-12.1038,-0.035134,0.0
-14.1795,0.004464,0.0
-16.197,0.088934,0.0
