aoa,cl,cd
20.8251,0.938477,0.00962208
18.5279,1.00492,0.00999912
16.714,1.45186,0.01445304
15.4996,1.50557,0.01547963
14.4112,1.46005,0.01460958
12.4891,1.32828,0.01278219
10.3093,1.13137,0.01077316
8.41734,0.945797,0.00965847
6.07587,0.755248,0.00871306
5.27362,0.652663,0.00822274
4.34295,0.540294,0.00777292
3.1234,0.431123,0.00743261
2.09622,0.330097,0.00712455
1.26151,0.220959,0.00711267
0.137747,0.1085,0.00704259
-1.94976,-0.088782,0.00707241
-4.77675,-0.396931,0.00811298
-6.86563,-0.608997,0.00910247
-8.08731,-0.711863,0.00951233
-10.1452,-0.909382,0.0108009
-12.075,-1.09715,0.01239709
-14.1344,-1.27365,0.0
