cl,cm
1.15889,-0.0334395
1.06573,-0.02978025
0.951574,-0.033865
0.75545,-0.032659
0.543133,-0.0334925
0.332331,-0.03432625
0.11661,-0.034753
-0.097583,-0.03395575
-0.319913,-0.03152675
-0.539149,-0.031545
-0.642358,-0.031962
-0.737512,-0.0311535
-0.848835,-0.0319795
