cl,cm
1.25438,0.00259655
1.08888,-0.00206951
0.883126,-0.00182907
0.651624,-0.00161
0.418487,-0.00221578
0.186909,-0.00076131
-0.038265,0.0002869
-0.231266,-0.00358028
-0.475829,0.00115878
-0.713962,0.00096089
-0.939257,0.00118562
-1.13561,0.00061051
