aoa,cl,cd
19.962,1.0229,0.01123515
17.8103,1.11619,0.0123553
15.7875,1.20292,0.01626486
15.2073,1.28979,0.01938335
15.1708,1.40625,0.0
14.6574,1.41932,0.0
13.7617,1.37657,0.02114017
11.7797,1.25663,0.01868597
9.67156,1.10721,0.01208289
7.53388,0.92016,0.01020209
5.52501,0.738122,0.00908032
3.64638,0.525056,0.00816144
1.57761,0.292435,0.00748212
-2.55948,-0.115197,0.00744679
-4.53218,-0.288611,0.00841374
-6.6303,-0.491379,0.00967398
-8.63264,-0.674438,0.01079551
-10.5373,-0.877024,0.01237704
-12.5368,-1.08115,0.01407795
-14.668,-1.19047,0.0
