aoa,cl
20.2864,0.953285
18.3554,0.985798
17.2288,1.01021
16.6816,1.11133
16.2309,1.61077
14.2986,1.49968
9.98294,1.16812
6.15114,0.75989
4.09074,0.518265
2.15924,0.301145
-0.255758,0.118247
-4.24705,-0.30452
-6.21024,-0.515059
-8.1734,-0.717432
-9.91011,-0.963758
