aoa,cl,cd
22.1811,0.996371,0.01416305
20.1611,0.883301,0.01223509
19.138,1.25656,0.0
18.1768,1.34494,0.0
17.0871,1.39731,0.0
16.2539,1.46279,0.0
14.1364,1.3907,0.0
12.1136,1.21704,0.0
10.0582,1.06789,0.01547467
8.06623,0.910506,0.01259463
6.16975,0.733403,0.01025901
4.04777,0.557863,0.00844586
1.34643,0.374011,0.00338896
0.960057,0.316582,0.00332596
-0.392076,0.14917,0.0034783
-0.875036,0.091712,0.00368239
-2.09826,-0.016685,0.00575209
-3.96629,-0.220349,0.0
-6.12473,-0.437253,0.0
-8.25174,-0.649311,0.0
-10.0573,-0.844975,0.0
-12.0885,-1.00954,0.0
-14.1199,-1.14295,0.0
-16.0527,-1.11538,0.0
-18.21,-0.987627,0.0
-20.1089,-0.803936,0.0
-22.0738,-0.689236,0.0
-24.1078,-0.811167,0.0
