aoa,cl,cd
23.9355,-0.096431,0.0
21.9841,-0.082982,0.0
19.9685,-0.079318,0.0
17.9843,-0.067496,0.0
15.9361,-0.066686,0.0
14.0795,-0.065467,0.0
12.0308,-0.074855,0.0
9.91761,-0.080574,0.0
7.99627,-0.087924,0.0
6.81128,-0.092009,0.0
5.94647,-0.094461,0.0
3.83175,-0.088347,0.0
1.87683,-0.081824,0.0
-0.206592,-0.076932,0.0
-2.09791,-0.075713,0.0
-4.37435,-0.074087,0.0
-6.29857,-0.070418,0.0
-8.44757,-0.068791,0.0
-10.2442,-0.06512,0.0
-12.3621,-0.05859,0.0
-14.2554,-0.061045,0.0
-16.5035,-0.037766,0.0
-18.304,0.009218,0.0
-20.4892,0.037007,0.0
-22.3204,0.044776,0.0
