aoa,cl,cd
24.3302,0.904184,0.0
22.315,0.807242,0.02301123
20.2981,0.828668,0.02491424
18.2132,1.09831,0.0
16.2285,1.13122,0.0
14.3092,1.09181,0.0
12.1664,1.03597,0.0
10.056,0.973568,0.0
8.04251,0.866798,0.0
7.01988,0.812597,0.02338475
6.02925,0.76004,0.0207812
5.13491,0.691052,0.0175219
4.0169,0.61386,0.01470237
1.87746,0.433197,0.01234493
-0.261283,0.227914,0.01147867
-2.04818,0.027569,0.01136362
-3.0376,-0.064377,0.01171745
-4.21733,-0.238441,0.01276355
-6.29268,-0.368089,0.0139565
-8.27156,-0.517437,0.01702695
-10.2184,-0.661844,0.02198218
-12.2934,-0.768453,0.0
-14.1174,-0.607393,0.01996482
-16.3233,-0.513651,0.0169453
-18.1767,-0.474126,0.01609292
-20.3496,-0.421451,0.01495695
-22.2324,-0.500147,0.01665408
