cl,cm
1.39476,-0.0568575
1.29486,-0.0536775
1.1564,-0.05798875
0.969535,-0.059468
0.771341,-0.060962
0.531132,-0.0575465
0.303788,-0.05700925
0.076389,-0.05771325
-0.160757,-0.05801575
-0.394749,-0.05707275
-0.632032,-0.05903125
-0.825788,-0.0613485
-1.01475,-0.06076175
