aoa,cl,cd
24.468,0.822552,0.0
22.378,0.847099,0.0
20.2895,0.980046,0.0
18.4271,1.17706,0.0
17.1412,1.21807,0.0
16.2407,1.21639,0.0
14.4064,1.1424,0.0
12.2181,1.04869,0.0
10.2225,0.93363,0.0
8.06554,0.782436,0.0
6.22989,0.60498,0.0
4.00853,0.44065,0.0
2.01177,0.235274,0.0
-0.081821,0.000339,0.0
-1.88571,-0.218155,0.0
-4.17197,-0.439949,0.0
-6.10561,-0.750397,0.0
-8.00515,-0.917972,0.0
-10.0647,-1.02644,0.0
-12.2219,-1.2285,0.0
-14.1844,-1.30248,0.0
-16.2429,-1.33377,0.0
-17.3355,-1.2747,0.0
-18.107,-1.25175,0.0
-20.4521,-1.05152,0.0
-22.2528,-1.04011,0.0
-24.406,-0.917048,0.0
