aoa,cl,cd
14.1813,0.728758,0.00822768
13.1313,0.753689,0.00851883
12.1437,0.770383,0.00883856
11.0943,0.803564,0.00947405
9.11731,0.836983,0.0101141
8.06038,0.827356,0.00992972
6.89669,0.748544,0.00845713
5.13519,0.528112,0.00634326
2.76573,0.315943,0.00535467
1.03673,0.108519,0.00509249
-0.134236,-0.006723,0.00494707
-6.13139,-0.647695,0.00758823
-7.14265,-0.756528,0.00925968
-8.21718,-0.857139,0.0
-9.11206,-0.824165,0.01050769
-10.2027,-0.809331,0.01023398
-11.1644,-0.78954,0.0098688
-12.4421,-0.728482,0.00880109
-13.3756,-0.731782,0.00885407
-14.3052,-0.705364,0.00842995
-15.3276,-0.650865,0.00761225
