aoa,cl
20.4574,0.81464
18.4853,0.720881
16.3212,0.719056
15.4296,0.76662
14.4424,0.814187
13.4211,1.30221
12.3381,1.25286
10.4269,1.09169
8.41948,0.935391
6.37976,0.760964
4.14843,0.53714
3.12824,0.428505
2.71359,0.403792
2.07575,0.351096
0.034714,0.13376
-0.858311,0.0300248
-1.369,0.00692319
-1.91117,-0.067168
-4.14478,-0.291221
-6.05981,-0.482375
-8.19903,-0.676914
-10.211,-0.866541
