cl,cm
1.54953,-0.0702165
1.45667,-0.0681815
1.33169,-0.07021925
1.12491,-0.0710365
0.927676,-0.06940875
0.746326,-0.07144925
0.502275,-0.07104475
0.267712,-0.06900775
0.029755,-0.068194
-0.193888,-0.06778775
-0.406417,-0.06860625
-0.640015,-0.0682
