cl,cm
1.41571,-0.0576575
1.30304,-0.061936
1.13388,-0.0604985
0.927662,-0.06117575
0.719775,-0.06185525
0.498908,-0.05965575
0.263495,-0.05995675
0.048968,-0.05774825
-0.202712,-0.05724175
-0.433482,-0.058364
-0.649789,-0.0615375
-0.885542,-0.062667
