aoa,cl
21.9928,1.27353
20.3869,1.5278
19.0388,1.5457
18.2681,1.61091
16.2453,1.59294
14.1897,1.48687
12.1653,1.3726
9.97914,1.22888
8.27441,1.08022
6.08608,0.905322
4.25075,0.728723
3.02672,0.632186
1.93122,0.54871
-0.00301,0.331034
-2.09964,0.0935823
-2.97101,-0.0243486
-4.0362,-0.142347
-6.16723,-0.322792
-6.13521,-0.366984
-8.26766,-0.578661
