aoa,cl,cd
16.3804,1.01014,0.00906463
14.3272,1.17666,0.01050294
13.304,1.55591,0.0
12.3075,1.49493,0.01557428
11.2465,1.42405,0.01431701
10.2816,1.33009,0.01252608
8.22306,1.1339,0.01000247
6.03582,0.939344,0.00852968
5.00624,0.827218,0.00794961
4.00883,0.721684,0.00741033
3.13994,0.614498,0.00662017
2.40015,0.563375,0.00534047
0.887731,0.39846,0.0039498
-0.013405,0.291263,0.00388766
-0.431992,0.220349,0.00426454
-0.560785,0.19891,0.00507539
-0.914642,0.175817,0.00549362
-2.13735,0.068604,0.00583797
-3.03878,-0.061689,0.00613642
-3.97223,-0.173848,0.00660305
-6.19301,-0.403141,0.00787694
-8.25313,-0.629146,0.0
-9.0891,-0.584671,0.00922504
-10.44,-0.563308,0.00906639
-11.2762,-0.528721,0.00880954
-12.2092,-0.513927,0.00869967
