aoa,cl,cd
24.146,1.44967,0.0
22.1617,1.55197,0.0
20.2083,1.59093,0.0
18.0936,1.5617,0.0
16.1703,1.49187,0.0
13.959,1.42529,0.0
12.0678,1.3506,0.02919747
10.0476,1.22557,0.01793855
8.18758,1.10379,0.01314112
5.87861,0.947925,0.01034971
4.88407,0.86025,0.0082985
3.73006,0.803426,0.00577454
2.92712,0.688148,0.00503376
1.86812,0.579367,0.00460517
-0.025816,0.35531,0.00445667
-1.14906,0.235166,0.00469343
-2.04813,0.116644,0.00514133
-3.07551,-0.013243,0.00605944
-4.16599,-0.099286,0.00666465
-8.40204,-0.55062,0.00858375
-10.4243,-0.792523,0.0
