aoa,cd
24.1591,-0.083382
22.1119,-0.07768
20.0003,-0.07116125
18.0164,-0.06953525
15.8722,-0.0723965
14.1117,-0.07321725
11.9349,-0.07934325
9.91761,-0.0805735
7.99646,-0.09363675
6.8433,-0.09160075
5.97837,-0.090788
3.79982,-0.091204
1.87709,-0.088354
-0.110214,-0.08223825
-2.09788,-0.07652975
-4.24605,-0.07490325
-6.23433,-0.07245925
