aoa,cl,cd
26.3899,1.08969,0.01187795
24.4059,1.15654,0.01342216
22.4781,1.33735,0.01833015
20.4579,1.42389,0.0
18.4398,1.43885,0.0
16.3257,1.41799,0.0
14.37,1.40198,0.0
12.3163,1.38597,0.0
11.2268,1.33719,0.01832245
10.3005,1.22964,0.01511074
9.34046,1.1449,0.01315328
8.15513,1.05524,0.01120337
7.06551,0.970431,0.01040574
6.23305,0.883938,0.00851655
5.6882,0.834968,0.00710148
5.30411,0.789251,0.00569758
4.05408,0.66512,0.00525799
2.16319,0.449382,0.00462189
1.07197,0.341437,0.00442159
0.590805,0.285816,0.00448738
-0.371741,0.172904,0.00574572
-0.918133,0.123782,0.00625944
-1.84874,0.005898,0.00671755
-4.06785,-0.208805,0.00740891
-5.99745,-0.430193,0.00842026
-8.12264,-0.658371,0.00978004
-10.0562,-0.868666,0.01166011
-12.2215,-1.01856,0.0
-14.1351,-1.0504,0.0
-16.3188,-0.911708,0.0
-18.1807,-0.741613,0.01049978
