aoa,cd
22.4131,-0.05866825
20.2064,-0.04969275
18.5114,-0.04316725
16.2714,-0.042805
14.3197,-0.039976
12.1761,-0.037151
10.1613,-0.028992
8.11397,-0.0245245
6.22636,-0.0216941
4.01874,-0.01887053
2.16333,-0.01480913
0.019592,-0.01280443
-1.70813,-0.01079083
-4.01194,-0.00919965
-5.99588,-0.00842183
-8.13968,-0.00682723
-10.0916,-0.00604873
-12.2354,-0.004044
-14.154,0.00452715
-16.2218,0.0795295
