aoa,cl,cd
18.3196,1.36289,0.01686882
17.2881,1.41539,0.0
16.3534,1.45476,0.0
14.2299,1.4432,0.0
13.1051,1.39554,0.0
12.3028,1.32817,0.01585373
11.2755,1.24929,0.01436922
10.2165,1.15068,0.01256073
9.06092,1.04547,0.01112965
8.06539,0.961613,0.01001754
6.10772,0.749481,0.00870033
4.11802,0.512611,0.00714246
3.15464,0.407298,0.00566645
2.06182,0.308527,0.00419127
1.00185,0.188364,0.00420559
0.069922,0.089573,0.00421508
-2.0838,-0.137712,0.00444893
-2.53344,-0.198646,0.00638732
-3.01565,-0.25301,0.00677988
-4.04448,-0.369991,0.00730182
-6.20028,-0.585937,0.00825119
-8.13089,-0.798631,0.00990995
-8.90253,-0.905788,0.01090363
-10.1274,-0.996599,0.0117488
-11.0615,-1.08901,0.01312705
-12.1571,-1.18971,0.01466364
-12.8987,-1.24917,0.0
-14.2239,-1.2709,0.0
-15.0666,-1.22334,0.0
-16.151,-0.740998,0.00945912
