cl,cm
1.47204,-0.0897365
1.33126,-0.09442625
1.16613,-0.0950125
0.996007,-0.0960175
0.785225,-0.094585
0.614836,-0.0935225
0.371201,-0.09212125
0.153342,-0.0894495
-0.056607,-0.09132375
-0.268373,-0.09237275
-0.457485,-0.09049625
-0.66637,-0.094861
-0.811635,-0.07758375
